"","BBA_ID","Centroid_ID","Point_ID","Lon1","Lat1","Forest1","total.dets","Longitude","Latitude","total.eLists","total.eHours","total.eNumObs","total.eCount","nearest_block_BBA_ID","new_BBA"
"179","27D54",4929,8,-80.03125,42.0625,0.210039811,0,-80.00993,42.07557,0,0,0,0,4929,"BBA_ID.187"
"180","27D55",4918,1,-80.09375,42.02083333,0.200462525,0,-80.07821,42.02105,0,0,0,0,4918,"BBA_ID.188"
"181","27D55",4918,2,-80.09375,42.02083333,0.200462525,0,-80.06971,42.00781,0,0,0,0,4918,"BBA_ID.189"
"182","27D55",4918,3,-80.09375,42.02083333,0.200462525,0,-80.08468,42.02588,0,0,0,0,4918,"BBA_ID.190"
"183","27D55",4918,4,-80.09375,42.02083333,0.200462525,0,-80.09217,42.00823,0,0,0,0,4918,"BBA_ID.191"
"184","27D55",4918,5,-80.09375,42.02083333,0.200462525,0,-80.09595,42.01769,0,0,0,0,4918,"BBA_ID.192"
"185","27D55",4918,6,-80.09375,42.02083333,0.200462525,0,-80.06747,42.03086,0,0,0,0,4918,"BBA_ID.193"
"186","27D55",4918,7,-80.09375,42.02083333,0.200462525,0,-80.11483,42.01579,0,0,0,0,4918,"BBA_ID.194"
"187","27D55",4918,8,-80.09375,42.02083333,0.200462525,0,-80.08965,42.03677,0,0,0,0,4918,"BBA_ID.195"
"188","27D56",4928,1,-80.03125,42.02083333,0.321672684,0,-80.02457,42.03639,0,0,0,0,4928,"BBA_ID.196"
"189","27D56",4928,2,-80.03125,42.02083333,0.321672684,0,-80.04426,42.03186,0,0,0,0,4928,"BBA_ID.197"
"190","27D56",4928,3,-80.03125,42.02083333,0.321672684,0,-80.03405,42.00438,0,0,0,0,4928,"BBA_ID.198"
"191","27D56",4928,4,-80.03125,42.02083333,0.321672684,0,-80.02929,42.02211,0,0,0,0,4928,"BBA_ID.199"
"192","27D56",4928,5,-80.03125,42.02083333,0.321672684,0,-80.05245,42.03689,0,0,0,0,4928,"BBA_ID.200"
"193","27D56",4928,6,-80.03125,42.02083333,0.321672684,0,-80.01498,42.01946,0,0,0,0,4928,"BBA_ID.201"
"194","27D56",4928,7,-80.03125,42.02083333,0.321672684,0,-80.03648,42.02806,0,0,0,0,4928,"BBA_ID.202"
"195","27D56",4928,8,-80.03125,42.02083333,0.321672684,0,-80.02181,42.02773,0,0,0,0,4928,"BBA_ID.203"
"196","27D61",4906,1,-79.96875,42.10416667,0.355100897,0,-79.97364,42.10188,0,0,0,0,4906,"BBA_ID.204"
"197","27D61",4906,2,-79.96875,42.10416667,0.355100897,0,-79.94904,42.09184,0,0,0,0,4906,"BBA_ID.205"
"198","27D61",4906,3,-79.96875,42.10416667,0.355100897,0,-79.94171,42.0872,0,0,0,0,4906,"BBA_ID.206"
"199","27D61",4906,4,-79.96875,42.10416667,0.355100897,0,-79.94549,42.10172,0,0,0,0,4906,"BBA_ID.207"
"200","27D61",4906,5,-79.96875,42.10416667,0.355100897,0,-79.9446,42.11061,0,0,0,0,4906,"BBA_ID.208"
"201","27D61",4906,6,-79.96875,42.10416667,0.355100897,0,-79.98053,42.09811,0,0,0,0,4906,"BBA_ID.209"
"202","27D61",4906,7,-79.96875,42.10416667,0.355100897,0,-79.98219,42.11803,0,0,0,0,4906,"BBA_ID.210"
"203","27D61",4906,8,-79.96875,42.10416667,0.355100897,0,-79.95459,42.10173,0,0,0,0,4906,"BBA_ID.211"
"204","27D62",4907,1,-79.90625,42.10416667,0.397630481,0,-79.91747,42.11282,0,0,0,0,4907,"BBA_ID.212"
"205","27D62",4907,2,-79.90625,42.10416667,0.397630481,0,-79.89469,42.11701,0,0,0,0,4907,"BBA_ID.213"
"206","27D62",4907,3,-79.90625,42.10416667,0.397630481,0,-79.90378,42.09043,0,0,0,0,4907,"BBA_ID.214"
